Am01g00010	GO:0005515
Am01g00030	GO:0000166
Am01g00030	GO:0003676
Am01g00040	GO:0003676
Am01g00040	GO:0006139
Am01g00040	GO:0008408
Am01g00060	GO:0008270
Am01g00060	GO:0016491
Am01g00060	GO:0055114
Am01g00090	GO:0003984
Am01g00090	GO:0008152
Am01g00090	GO:0009082
Am01g00090	GO:0016597
Am01g00110	GO:0005515
Am01g00120	GO:0006950
Am01g00170	GO:0008152
Am01g00170	GO:0016758
Am01g00220	GO:0016021
Am01g00240	GO:0003676
Am01g00250	GO:0005515
Am01g00290	GO:0003676
Am01g00300	GO:0005524
Am01g00300	GO:0006298
Am01g00300	GO:0030983
Am01g00320	GO:0005524
Am01g00320	GO:0006298
Am01g00320	GO:0030983
Am01g00330	GO:0005515
Am01g00340	GO:0005744
Am01g00340	GO:0006886
Am01g00340	GO:0015450
Am01g00350	GO:0020037
Am01g00380	GO:0005506
Am01g00380	GO:0016705
Am01g00380	GO:0020037
Am01g00380	GO:0055114
Am01g00390	GO:0003676
Am01g00390	GO:0015074
Am01g00400	GO:0000166
Am01g00400	GO:0003676
Am01g00410	GO:0005506
Am01g00410	GO:0016705
Am01g00410	GO:0020037
Am01g00410	GO:0055114
Am01g00420	GO:0005506
Am01g00420	GO:0016705
Am01g00420	GO:0020037
Am01g00420	GO:0055114
Am01g00430	GO:0005506
Am01g00430	GO:0016705
Am01g00430	GO:0020037
Am01g00430	GO:0055114
Am01g00440	GO:0003677
Am01g00440	GO:0046983
Am01g00450	GO:0003723
Am01g00460	GO:0016021
Am01g00510	GO:0003677
Am01g00530	GO:0003700
Am01g00530	GO:0006355
Am01g00530	GO:0008270
Am01g00530	GO:0043565
Am01g00540	GO:0031966
Am01g00550	GO:0005524
Am01g00550	GO:0016887
Am01g00560	GO:0005524
Am01g00560	GO:0016887
Am01g00570	GO:0006662
Am01g00570	GO:0015035
Am01g00570	GO:0045454
Am01g00580	GO:0003676
Am01g00580	GO:0015074
Am01g00590	GO:0003677
Am01g00600	GO:0006511
Am01g00640	GO:0005216
Am01g00640	GO:0005249
Am01g00640	GO:0005515
Am01g00640	GO:0006811
Am01g00640	GO:0006813
Am01g00640	GO:0016020
Am01g00640	GO:0055085
Am01g00660	GO:0003824
Am01g00660	GO:0008152
Am01g00670	GO:0006886
Am01g00720	GO:0003676
Am01g00720	GO:0015074
Am01g00730	GO:0004672
Am01g00730	GO:0004674
Am01g00730	GO:0005515
Am01g00730	GO:0005524
Am01g00730	GO:0006468
Am01g00730	GO:0016772
Am01g00750	GO:0005515
Am01g00750	GO:0008270
Am01g00760	GO:0000287
Am01g00760	GO:0008152
Am01g00760	GO:0010333
Am01g00760	GO:0016829
Am01g00770	GO:0000287
Am01g00770	GO:0010333
