Am01g00020
Am01g00050
Am01g00070
Am01g00080
Am01g00100
Am01g00130
Am01g00140
Am01g00150
Am01g00160
Am01g00180
Am01g00190
Am01g00200
Am01g00210
Am01g00230
Am01g00260
Am01g00270
Am01g00280
Am01g00310
Am01g00360
Am01g00370
Am01g00470
Am01g00480
Am01g00490
Am01g00500
Am01g00520
Am01g00610
Am01g00620
Am01g00630
Am01g00650
Am01g00680
Am01g00690
Am01g00700
Am01g00710
Am01g00740
Am01g00780
Am01g00830
Am01g00840
Am01g00890
Am01g00920
Am01g00930
Am01g00940
Am01g00970
Am01g00980
Am01g00990
Am01g01000
Am01g01030
Am01g01050
Am01g01080
Am01g01090
Am01g01140
Am01g01160
Am01g01180
Am01g01220
Am01g01240
Am01g01250
Am01g01280
Am01g01290
Am01g01320
Am01g01340
Am01g01350
Am01g01400
Am01g01410
Am01g01430
Am01g01440
Am01g01450
Am01g01460
Am01g01510
Am01g01520
Am01g01550
Am01g01560
Am01g01590
Am01g01600
Am01g01640
Am01g01650
Am01g01660
Am01g01680
Am01g01690
Am01g01710
Am01g01720
Am01g01750
Am01g01770
Am01g01780
Am01g01850
Am01g01870
Am01g01880
Am01g01890
Am01g01910
Am01g01940
Am01g01960
Am01g01970
Am01g01990
Am01g02000
Am01g02040
Am01g02050
Am01g02090
Am01g02110
Am01g02140
Am01g02150
Am01g02220
Am01g02240
Am01g02270
Am01g02280
Am01g02300
Am01g02310
Am01g02380
Am01g02390
Am01g02440
Am01g02450
Am01g02480
Am01g02500
Am01g02520
Am01g02530
Am01g02550
Am01g02560
Am01g02580
Am01g02590
Am01g02600
Am01g02610
Am01g02620
Am01g02630
Am01g02640
Am01g02650
Am01g02660
Am01g02680
Am01g02710
Am01g02720
Am01g02730
Am01g02740
Am01g02750
Am01g02760
Am01g02780
Am01g02790
Am01g02800
Am01g02810
Am01g02830
Am01g02840
Am01g02860
Am01g02870
Am01g02880
Am01g02890
Am01g02950
Am01g02980
Am01g02990
Am01g03000
Am01g03010
Am01g03020
Am01g03050
Am01g03100
Am01g03110
Am01g03120
Am01g03190
Am01g03220
Am01g03240
Am01g03290
Am01g03320
Am01g03350
Am01g03360
Am01g03390
Am01g03410
Am01g03430
Am01g03470
Am01g03510
Am01g03520
Am01g03530
Am01g03540
Am01g03560
Am01g03570
Am01g03590
Am01g03630
Am01g03660
Am01g03670
Am01g03680
Am01g03690
Am01g03700
Am01g03710
Am01g03720
Am01g03740
Am01g03770
Am01g03810
Am01g03830
Am01g03840
Am01g03850
Am01g03860
Am01g03870
Am01g03940
Am01g03990
Am01g04010
Am01g04020
Am01g04050
Am01g04060
Am01g04090
Am01g04100
Am01g04140
Am01g04160
Am01g04170
Am01g04180
Am01g04190
Am01g04210
Am01g04240
Am01g04260
Am01g04270
Am01g04280
Am01g04290
Am01g04310
Am01g04340
Am01g04350
Am01g04380
Am01g04400
Am01g04420
Am01g04440
Am01g04480
Am01g04510
Am01g04550
Am01g04560
Am01g04580
Am01g04590
Am01g04610
Am01g04640
Am01g04660
Am01g04670
Am01g04720
Am01g04730
Am01g04740
Am01g04780
Am01g04790
Am01g04820
Am01g04850
Am01g04860
Am01g04890
Am01g04940
Am01g04950
Am01g04970
Am01g04980
Am01g05010
Am01g05020
Am01g05040
Am01g05090
Am01g05100
Am01g05110
Am01g05120
Am01g05130
Am01g05150
Am01g05260
Am01g05300
Am01g05330
Am01g05340
Am01g05390
Am01g05410
Am01g05430
Am01g05440
Am01g05490
Am01g05510
Am01g05560
Am01g05570
Am01g05610
Am01g05640
Am01g05660
Am01g05730
Am01g05760
Am01g05810
Am01g05840
Am01g05850
Am01g05880
Am01g05910
Am01g05920
Am01g05940
Am01g05960
Am01g05970
Am01g05980
Am01g05990
Am01g06000
Am01g06010
Am01g06040
Am01g06050
Am01g06070
Am01g06090
Am01g06100
Am01g06110
Am01g06120
Am01g06130
Am01g06140
Am01g06180
Am01g06200
Am01g06230
Am01g06250
Am01g06300
Am01g06320
Am01g06330
Am01g06360
Am01g06370
Am01g06380
Am01g06410
Am01g06420
Am01g06430
Am01g06450
Am01g06480
Am01g06490
Am01g06520
Am01g06590
Am01g06600
Am01g06630
Am01g06650
Am01g06670
Am01g06680
Am01g06740
Am01g06750
Am01g06800
Am01g06810
Am01g06840
Am01g06880
Am01g06890
Am01g06900
Am01g06910
Am01g06940
Am01g06950
Am01g06960
Am01g06990
Am01g07010
Am01g07030
Am01g07040
Am01g07060
Am01g07070
Am01g07080
Am01g07100
Am01g07120
Am01g07140
Am01g07160
Am01g07170
Am01g07190
Am01g07200
Am01g07210
Am01g07220
Am01g07230
Am01g07250
Am01g07260
Am01g07270
Am01g07280
Am01g07300
Am01g07320
Am01g07330
Am01g07340
Am01g07370
Am01g07380
Am01g07400
Am01g07420
Am01g07440
Am01g07450
Am01g07460
Am01g07470
Am01g07480
Am01g07500
Am01g07510
Am01g07530
Am01g07570
Am01g07610
Am01g07640
Am01g07720
Am01g07760
Am01g07780
Am01g07790
Am01g07810
Am01g07820
Am01g07870
Am01g07890
Am01g07900
Am01g07920
Am01g07940
Am01g07990
Am01g08000
Am01g08020
Am01g08030
Am01g08040
Am01g08050
Am01g08060
Am01g08080
Am01g08110
Am01g08150
Am01g08190
Am01g08210
Am01g08220
Am01g08230
Am01g08280
Am01g08300
Am01g08310
Am01g08320
Am01g08330
Am01g08340
Am01g08370
Am01g08380
Am01g08390
Am01g08400
Am01g08410
Am01g08430
Am01g08450
Am01g08460
Am01g08470
Am01g08480
Am01g08500
Am01g08520
Am01g08540
Am01g08550
Am01g08560
Am01g08600
Am01g08610
Am01g08620
Am01g08650
Am01g08670
Am01g08680
Am01g08690
Am01g08700
Am01g08710
Am01g08730
Am01g08740
Am01g08750
Am01g08790
Am01g08800
Am01g08850
Am01g08860
Am01g08890
Am01g08900
Am01g08910
Am01g08930
Am01g08940
Am01g08950
Am01g08980
Am01g08990
Am01g09090
Am01g09100
Am01g09120
Am01g09150
Am01g09160
Am01g09170
Am01g09180
Am01g09200
Am01g09210
Am01g09240
Am01g09260
Am01g09270
Am01g09290
Am01g09380
Am01g09400
Am01g09410
Am01g09420
Am01g09440
Am01g09490
Am01g09500
Am01g09540
Am01g09550
Am01g09560
Am01g09570
Am01g09600
Am01g09610
Am01g09630
Am01g09650
Am01g09660
Am01g09670
Am01g09700
Am01g09720
Am01g09740
Am01g09750
Am01g09780
Am01g09790
Am01g09830
Am01g09850
Am01g09870
Am01g09890
Am01g09900
Am01g09910
Am01g09990
Am01g10070
Am01g10110
Am01g10130
Am01g10150
Am01g10160
Am01g10170
Am01g10180
Am01g10190
Am01g10210
Am01g10220
Am01g10230
Am01g10240
Am01g10250
Am01g10270
Am01g10290
Am01g10300
Am01g10310
Am01g10320
Am01g10360
Am01g10380
Am01g10390
Am01g10410
Am01g10430
Am01g10440
Am01g10460
Am01g10510
Am01g10520
Am01g10530
Am01g10600
Am01g10610
Am01g10630
Am01g10690
Am01g10700
Am01g10710
Am01g10740
Am01g10750
Am01g10760
Am01g10770
Am01g10780
Am01g10790
Am01g10870
Am01g10880
Am01g10910
Am01g10930
Am01g10950
Am01g10960
Am01g10970
Am01g10980
Am01g11000
Am01g11010
Am01g11030
Am01g11040
Am01g11050
Am01g11080
Am01g11110
Am01g11130
Am01g11150
Am01g11160
Am01g11190
Am01g11210
Am01g11220
Am01g11260
Am01g11270
Am01g11290
Am01g11300
Am01g11320
Am01g11330
Am01g11350
Am01g11430
Am01g11440
Am01g11460
Am01g11490
Am01g11500
Am01g11530
Am01g11540
Am01g11580
Am01g11600
Am01g11630
Am01g11660
Am01g11670
Am01g11680
Am01g11690
Am01g11710
Am01g11720
Am01g11740
Am01g11770
Am01g11780
Am01g11830
Am01g11850
Am01g11870
Am01g11880
Am01g11920
Am01g11930
Am01g11940
Am01g11950
Am01g11960
Am01g11980
Am01g12040
Am01g12050
Am01g12060
Am01g12070
Am01g12110
Am01g12130
Am01g12140
Am01g12150
Am01g12160
Am01g12170
Am01g12190
Am01g12200
Am01g12210
Am01g12220
Am01g12240
Am01g12250
Am01g12260
Am01g12270
Am01g12290
Am01g12300
Am01g12360
Am01g12380
Am01g12390
Am01g12400
Am01g12410
Am01g12420
Am01g12450
Am01g12480
Am01g12510
Am01g12540
Am01g12550
Am01g12590
Am01g12600
Am01g12620
Am01g12650
Am01g12670
Am01g12680
Am01g12710
Am01g12760
Am01g12770
Am01g12790
Am01g12820
Am01g12830
Am01g12840
Am01g12850
Am01g12860
Am01g12920
Am01g12960
Am01g12990
Am01g13050
Am01g13060
Am01g13070
Am01g13080
Am01g13110
Am01g13120
Am01g13130
Am01g13150
Am01g13160
Am01g13190
Am01g13270
Am01g13280
Am01g13290
Am01g13300
Am01g13320
Am01g13330
Am01g13340
Am01g13370
Am01g13420
Am01g13440
Am01g13450
Am01g13460
Am01g13470
Am01g13520
Am01g13620
Am01g13740
Am01g13800
Am01g13850
Am01g13890
Am01g13900
Am01g13930
Am01g13980
Am01g14010
Am01g14030
Am01g14050
Am01g14080
Am01g14090
Am01g14110
Am01g14120
Am01g14130
Am01g14140
Am01g14150
Am01g14240
Am01g14260
Am01g14290
Am01g14310
Am01g14330
Am01g14350
Am01g14360
Am01g14370
Am01g14390
Am01g14420
Am01g14430
Am01g14440
Am01g14450
Am01g14510
Am01g14520
Am01g14550
Am01g14590
Am01g14600
Am01g14660
Am01g14740
Am01g14750
Am01g14790
Am01g14810
Am01g14820
Am01g14850
Am01g14890
Am01g14900
Am01g14920
Am01g14940
Am01g14960
Am01g15010
Am01g15080
Am01g15100
Am01g15110
Am01g15150
Am01g15220
Am01g15320
Am01g15340
Am01g15360
Am01g15450
Am01g15460
Am01g15480
Am01g15500
Am01g15510
Am01g15540
Am01g15550
Am01g15570
Am01g15590
Am01g15600
Am01g15610
Am01g15630
Am01g15640
Am01g15650
Am01g15710
Am01g15720
Am01g15730
Am01g15750
Am01g15770
Am01g15790
Am01g15800
Am01g15810
Am01g15840
Am01g15850
Am01g15880
Am01g15900
Am01g15960
Am01g15980
Am01g15990
Am01g16000
Am01g16060
Am01g16130
Am01g16140
Am01g16170
Am01g16180
Am01g16210
Am01g16250
Am01g16280
Am01g16300
Am01g16310
Am01g16320
Am01g16330
Am01g16390
Am01g16430
Am01g16440
Am01g16460
Am01g16500
Am01g16520
Am01g16540
Am01g16560
Am01g16590
Am01g16600
Am01g16620
Am01g16640
Am01g16670
Am01g16680
Am01g16730
Am01g16740
Am01g16810
Am01g16830
Am01g16880
Am01g16940
Am01g17000
Am01g17030
Am01g17040
Am01g17050
Am01g17080
Am01g17090
Am01g17160
Am01g17200
Am01g17240
Am01g17280
Am01g17290
Am01g17310
Am01g17370
Am01g17380
Am01g17390
Am01g17410
Am01g17420
Am01g17430
Am01g17440
Am01g17450
Am01g17480
Am01g17490
Am01g17500
Am01g17510
Am01g17520
Am01g17530
Am01g17540
Am01g17620
Am01g17670
Am01g17680
Am01g17690
Am01g17700
Am01g17720
Am01g17740
Am01g17750
Am01g17760
Am01g17800
Am01g17820
Am01g17830
